Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalarySlab,AttritionFlag
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,"? 4,197.00",21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,36-45,Low,0
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,"? 14,336.00",4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,36-45,High,0
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,"? 3,448.00",13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,36-45,Low,0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,"? 19,406.00",8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,36-45,High,0
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,"? 6,538.00",12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,46+,Medium,0
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,"? 4,306.00",4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,26-35,Low,0
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,"? 2,258.00",15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,26-35,Low,0
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,"? 4,522.00",2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,36-45,Low,0
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,"? 4,487.00",12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,36-45,Low,0
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,"? 4,449.00",23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,18-25,Low,0
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,"? 2,218.00",16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,36-45,Low,0
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,"? 19,197.00",8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,26-35,High,0
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,"? 13,212.00",18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,36-45,High,0
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,"? 6,577.00",19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,46+,Medium,0
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,"? 8,392.00",19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,26-35,Medium,0
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,"? 4,558.00",13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,36-45,Low,0
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,"? 4,031.00",9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,26-35,Low,1
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,"? 7,969.00",19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,18-25,Medium,0
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,"? 2,654.00",9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,46+,Low,0
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,"? 16,555.00",10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,36-45,High,0
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,"? 4,556.00",12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,46+,Low,0
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,"? 6,091.00",24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,36-45,Medium,0
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,"? 19,566.00",3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,26-35,High,0
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,"? 4,810.00",26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,46+,Low,0
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,"? 4,523.00",4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,46+,Low,0
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,"? 3,202.00",21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,36-45,Low,1
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,"? 2,351.00",12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,18-25,Low,1
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,"? 1,702.00",12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,26-35,Low,0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,"? 18,041.00",13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,36-45,High,0
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,"? 2,886.00",3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,36-45,Low,0
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,"? 2,097.00",16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,26-35,Low,0
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,"? 11,935.00",21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,26-35,High,0
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,"? 2,546.00",18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,26-35,Low,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,"? 2,564.00",18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,26-35,Low,1
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,"? 8,412.00",2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,18-25,Medium,0
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,"? 14,118.00",22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,26-35,High,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,"? 17,046.00",9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,46+,High,0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,"? 2,564.00",7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,46+,Low,0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,"? 10,266.00",2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,26-35,High,0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,"? 5,070.00",7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,46+,Medium,0
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,"? 17,861.00",2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,46+,High,0
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,"? 4,230.00",19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,46+,Low,0
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,"? 3,780.00",23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,26-35,Low,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,"? 2,768.00",8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,46+,Low,0
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,"? 9,071.00",11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,26-35,Medium,0
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,"? 10,648.00",14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,46+,High,0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,"? 13,610.00",24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,26-35,High,1
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,"? 3,408.00",6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,26-35,Low,1
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,"? 2,983.00",18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,26-35,Low,0
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,"? 7,632.00",14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,26-35,Medium,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,"? 9,824.00",22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,26-35,Medium,1
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,"? 9,950.00",11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,26-35,Medium,1
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,"? 2,093.00",9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,26-35,Low,0
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,"? 9,980.00",15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,36-45,Medium,0
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,"? 3,894.00",9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,36-45,Low,1
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,"? 4,051.00",19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,18-25,Low,0
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,"? 16,835.00",9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,46+,High,0
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,"? 6,230.00",13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,46+,Medium,0
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,"? 4,717.00",18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,36-45,Low,0
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,"? 13,237.00",20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,26-35,High,0
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,"? 3,755.00",17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,36-45,Low,0
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,"? 6,582.00",8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,36-45,Medium,0
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,"? 7,406.00",6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,26-35,Medium,0
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,"? 4,805.00",16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,36-45,Low,0
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,"? 2,741.00",22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,36-45,Low,1
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,"? 4,262.00",22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,26-35,Low,0
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,"? 16,184.00",22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,26-35,High,0
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,"? 11,557.00",25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,26-35,High,0
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,"? 1,878.00",8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,26-35,Low,1
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,"? 10,932.00",11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,18-25,High,0
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,"? 6,811.00",2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,36-45,Medium,0
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,"? 4,306.00",4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,36-45,Low,0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,"? 4,859.00",6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,26-35,Low,0
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,"? 5,337.00",19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,26-35,Medium,0
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,"? 2,340.00",23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,26-35,Low,1
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,"? 7,491.00",23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,26-35,Medium,0
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,"? 10,527.00",8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,36-45,High,0
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,"? 16,595.00",5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,46+,High,0
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,"? 8,834.00",24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,36-45,Medium,0
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,"? 5,577.00",22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,36-45,Medium,0
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,"? 4,707.00",23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,46+,Low,1
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,"? 2,400.00",5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,26-35,Low,0
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,"? 9,824.00",22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,18-25,Medium,0
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,"? 6,447.00",15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,36-45,Medium,0
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,"? 19,502.00",2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,36-45,High,0
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,"? 2,725.00",21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,46+,Low,0
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,"? 6,272.00",7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,18-25,Medium,0
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,"? 2,127.00",9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,26-35,Low,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,"? 18,200.00",7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,18-25,High,0
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,"? 2,096.00",26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,46+,Low,0
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,"? 2,886.00",14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,18-25,Low,1
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,"? 2,033.00",14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,18-25,Low,1
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,"? 3,622.00",22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,26-35,Low,0
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,"? 4,233.00",11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,26-35,Low,1
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,"? 3,681.00",14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,26-35,Low,0
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,"? 5,460.00",6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,26-35,Medium,0
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,"? 2,187.00",5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,26-35,Low,0
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,"? 9,602.00",3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,26-35,Medium,0
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,"? 2,836.00",11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,36-45,Low,0
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,"? 4,089.00",5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,18-25,Low,0
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,"? 16,627.00",2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,36-45,High,0
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,"? 2,619.00",14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,36-45,Low,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,"? 5,679.00",19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,36-45,Medium,0
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,"? 15,402.00",17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,36-45,High,0
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,"? 5,985.00",26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,46+,Medium,0
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,"? 2,579.00",2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,36-45,Low,0
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,"? 3,041.00",16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,26-35,Low,1
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,"? 3,447.00",24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,26-35,Low,0
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,"? 19,513.00",9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,18-25,High,0
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,"? 2,773.00",12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,36-45,Low,0
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced,"? 7,104.00",20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,18-25,Medium,0
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,"? 6,322.00",18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,26-35,Medium,0
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,"? 2,083.00",22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,26-35,Low,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single,"? 8,381.00",7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,26-35,Medium,0
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,"? 2,691.00",7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,46+,Low,0
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,"? 4,286.00",5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,26-35,Low,1
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,"? 2,659.00",17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,36-45,Low,0
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,"? 9,434.00",9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,26-35,Medium,0
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,"? 5,561.00",3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,36-45,Medium,0
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,"? 6,646.00",19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,26-35,Medium,0
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,"? 7,725.00",5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,26-35,Medium,0
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,"? 10,725.00",6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,26-35,High,0
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,"? 8,847.00",13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,46+,Medium,0
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,"? 2,045.00",15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,36-45,Low,0
